entity_type,name,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki,entity_id,category,creator,effect,hand,incantation,light,characteristics,difficulty,inventors,ingredients,manufacturers,side_effects,time,author,cover,dedication,pages,release_date,summary,title
characters,Unidentified Slytherin Keeper,unidentified-slytherin-keeper,[],,,,31 August 1985 or earlier,,,[],Male,Black,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/1/13/Unidentified.jpeg,[],,British or Irish,,[],Light,Human,['Keeper'],[],,https://harrypotter.fandom.com/wiki/Unidentified_Slytherin_Keeper,3012bed6-4f39-468f-b328-191089252520,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Slytherin student,unidentified-blonde-slytherin-girl,[],,Pure-blood or half-blood,,Between 1 September 1979 and 31 August 1980,,,[],Female,Blonde,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/d/dd/Slytherin_girl_in_Great_Hall_OOTPF.jpg,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_blonde_Slytherin_girl,38fb0d3e-649e-40a7-9622-456a983cc1a1,,,,,,,,,,,,,,,,,,,,
characters,Unidentified small dog,unidentified-small-dog,[],,,,Before December 1926,,Brown,[],Male,White and black,,,https://static.wikia.nocookie.net/harrypotter/images/3/37/Teddy_and_a_small_dog_FB.jpg,[],,,,[],,Dog (Pug),[],[],,https://harrypotter.fandom.com/wiki/Unidentified_small_dog,65c406d0-3699-43be-b3c3-32d560bf86ab,,,,,,,,,,,,,,,,,,,,
characters,Unidentified smuggler,unidentified-smuggler,[],,,,,,,[],Male,,,,,['Smuggler'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_smuggler,1268c97b-a82f-4850-af04-f5b307542e80,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Snatcher,unidentified-female-snatcher-during-the-battle-of-hogwarts,[],,Pure-blood or half-blood,,In or before 1980,"2 May, 1998",Dark,[],Female,Blonde,,,https://static.wikia.nocookie.net/harrypotter/images/d/d9/Female_Snatcher.jpg,['Snatcher'],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_female_Snatcher_during_the_Battle_of_Hogwarts,7cbdd1cc-85d8-41c3-98f7-45445b29f3be,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Snatcher,unidentified-snatcher,[],,Pure-blood or half-blood,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/d/d2/Unidentified_Snatcher_DHF1.jpg,['Snatcher'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Snatcher,2e043b47-f417-4914-8976-2b6c0de4ab2a,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Snatcher,unidentified-male-snatcher-at-diagon-alley,[],,Pure-blood or half-Blood,,,2 May 1998,,[],Male,Reddish,,,https://static.wikia.nocookie.net/harrypotter/images/6/6c/Snatchers_in_Diagon_Alley.jpg,['Snatcher'],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_male_Snatcher_at_Diagon_Alley,92fccac4-8bdd-4616-b166-45b903ed28aa,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Snatcher (II),unidentified-snatcher-ii,[],,Pure-blood or half-blood,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/c/ca/Unidentified_Snatcher_II.png,['Snatcher'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Snatcher_(II),2021b838-26ab-4f03-878f-bf8d11805998,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Snatcher (III),unidentified-snatcher-iii,[],,Pure-blood or half-blood,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/07/Snatcher_3.jpeg,['Snatcher'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Snatcher_(III),217d2e8f-17f9-4f27-901c-8e9c01cdd4b0,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Snatcher (IV),unidentified-snatcher-iv,[],,Pure-blood or half-blood,,,,,[],Male,,,,,['Snatcher'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Snatcher_(IV),557ac642-07b9-41cc-8a42-fa7ee85c5cfb,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Snatchers in Diagon Alley,unidentified-snatchers-in-diagon-alley,[],,Pure-bloods or Half-bloods,,Before 1997,"2 May, 1998 (most likely)",Various,[],Males,Various,,,https://static.wikia.nocookie.net/harrypotter/images/a/a0/UF_Snatcher_Gang_.png,['Snatchers'],,,,[],Light,Humans,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Snatchers_in_Diagon_Alley,46c8715c-c75b-413b-b96f-cb5a2ce7970e,,,,,,,,,,,,,,,,,,,,
characters,Unidentified soap actress,unidentified-soap-actress,[],,Muggle,,,,,[],Female,Blonde,,,https://static.wikia.nocookie.net/harrypotter/images/0/0f/UnidentifiedSoapActress.jpg,['Actress'],,British,,[],Pale,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_soap_actress,0af54237-743a-4963-aacc-8e3095eeb2c2,,,,,,,,,,,,,,,,,,,,
characters,Unidentified son,unidentified-son,[],,No-Maj,,Pre-1926,,,"['Father', 'Mother', 'Sister', 'Grandfather', 'Grandmother']",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/04/Son.jpg,[],,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_son,636be00e-d08a-4dcf-b376-78d7e4d5576e,,,,,,,,,,,,,,,,,,,,
characters,Unidentified soprano,unidentified-soprano,[],,,,Before 1927,,,[],Female,,,,,['Soprano singer'],,,,[],,Veela,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_soprano,ea718e45-b6c7-4ac3-ae8e-abb3332d4800,,,,,,,,,,,,,,,,,,,,
characters,Unidentified St Mungo's girl patient's father,winged-st-mungo-s-patient-s-father,[],,,,,,,['Daughter'],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/2/28/Father_patient_HPWA.jpeg,[],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Winged_St_Mungo's_patient's_father,d7e9c1be-d887-476e-a3d5-589984b18136,,,,,,,,,,,,,,,,,,,,
characters,Unidentified St Mungo's patient,grubby-looking-st-mungo-s-patient,[],,,,,,,[],Male,,,,,[],,British,,[],,Human,['Warlock'],[],,https://harrypotter.fandom.com/wiki/Grubby-looking_St_Mungo's_patient,3b178985-3816-40ff-9838-63ec7d7c9090,,,,,,,,,,,,,,,,,,,,
characters,Unidentified St Mungo's patient,bitten-st-mungo-s-patient,[],,,,,,,[],Female,,,,,[],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Bitten_St_Mungo's_patient,b162fb62-2137-4cca-b328-76c450a158b0,,,,,,,,,,,,,,,,,,,,
characters,Unidentified St Mungo's patient,unidentified-st-mungo-s-patient,[],,Magical to unknown extent,,,,,['Brother'],Male,,,,,[],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_St_Mungo's_patient,ad2ef51e-813f-4929-ba4a-c95aa680d0b3,,,,,,,,,,,,,,,,,,,,
characters,Unidentified St Mungo's patient's brother,unidentified-st-mungo-s-patient-s-brother,[],,,,,,,['Brother'],Male,,,,,[],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_St_Mungo's_patient's_brother,fb8df619-e7ef-4eb5-bd56-3119c6b94758,,,,,,,,,,,,,,,,,,,,
characters,Unidentified student,unidentified-female-hogwarts-student-who-helped-the-unidentified-female-hogwarts-teacher-xii,[],,,,On or before 31 August 1986,,,[],Female,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/0/07/HPDH2-1282_%281%29.jpg,[],,British or Irish,,[],Light brown,,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_female_Hogwarts_student_who_helped_the_unidentified_female_Hogwarts_teacher_(XII),efdbdb82-22d4-4651-984b-43e254d60541,,,,,,,,,,,,,,,,,,,,
characters,Unidentified student,hogwarts-student-that-blamed-harry-potter,[],,,,31 August 1983 or earlier,,,[],Male,,,,,[],,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Hogwarts_student_that_blamed_Harry_Potter,a545877a-1d1a-42b1-9ddf-0709b7d45214,,,,,,,,,,,,,,,,,,,,
characters,Unidentified student,unidentified-hufflepuff-boy-who-carried-a-body-during-the-battle-of-hogwarts,[],,Pure-blood or Half-blood,,between 1 September 1979 and 2 May 1981 (most likely),,,[],Male,Black,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/8/8f/HPDH2-2471_%281%29.jpg,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Hufflepuff_boy_who_carried_a_body_during_the_Battle_of_Hogwarts,9edde919-c32b-4c34-84af-fd800c3acc43,,,,,,,,,,,,,,,,,,,,
characters,Unidentified student,unidentified-ravenclaw-member-of-dumbledore-s-army-i,[],,Pure-blood or half-blood,,On or before 2 May 1981 (possibly),,,[],Male,Brown,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/e/e9/HPDH2-1019_%281%29.jpg,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Ravenclaw_member_of_Dumbledore's_Army_(I),7fc34d4f-1bab-4d20-bb12-40ca00f13b63,,,,,,,,,,,,,,,,,,,,
characters,Unidentified student,unidentified-ravenclaw-member-of-dumbledore-s-army-ii,[],,Pure-blood or half-blood,,On or before 2 May 1981 (possibly),,,[],Male,Black,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/0/03/Unidentified_Ravenclaw_member_of_Dumbledore%27s_Army%28II%29.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Ravenclaw_member_of_Dumbledore's_Army_(II),717f22d2-9d8e-4269-9f06-4c8e6a343f15,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Swooping Evil,unidentified-swooping-evil,[],,,,Before or during the 1980s,,Yellow,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/d/db/Unidentified_Swooping_Evil_HM.PNG,[],,,,[],,Swooping Evil,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Swooping_Evil,5fc0102d-8c77-42d9-ade9-df0785710c89,,,,,,,,,,,,,,,,,,,,
characters,Unidentified teacher at St. Grogory's Primary School,unidentified-teacher-at-st-grogory-s-primary-school,[],,Muggle,,,,,[],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b4/Blue_Wig.jpg,['Teacher'],,,,[],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_teacher_at_St._Grogory's_Primary_School,a952d38b-17c9-48b6-a5c6-c863fdc4224b,,,,,,,,,,,,,,,,,,,,
characters,Unidentified ten-year-old,unidentified-ten-year-old,[],,Muggle,,1985,,,[],Male,,,,,[],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_ten-year-old,d3144635-711b-4bf9-940a-4cc971d57d8f,,,,,,,,,,,,,,,,,,,,
characters,Unidentified third-year boy,unidentified-third-year-boy,[],,,,Between 1 September 1970 and 31 August 1971,,Brown,[],Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/2/21/Unidentified_third_year_boy.jpg,[],,British or Irish,,[],Brown,Human,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Unidentified_third-year_boy,8e39db0a-35a2-421d-bdc7-f60bc8e73101,,,,,,,,,,,,,,,,,,,,
characters,Unidentified third-year Slytherin boy,unidentified-third-year-slytherin-boy,[],,,,Between 1 September 1974 and 31 August 1975,,,[],Male,Brown,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/a/ae/Unidentified_third_year_Slytherin_boy.png,[],,British or Irish,,[],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_third-year_Slytherin_boy,33580286-2c7c-40ac-91c9-61925767d641,,,,,,,,,,,,,,,,,,,,
characters,Unidentified three Aurors,three-aurors-who-tried-to-arrest-rubeus-hagrid,[],,,,,,,[],Males,,,,,['Aurors'],,British or Irish,,[],,Humans,[],[],,https://harrypotter.fandom.com/wiki/Three_Aurors_who_tried_to_arrest_Rubeus_Hagrid,29979dba-c793-480e-87a4-bc2ce4d1f009,,,,,,,,,,,,,,,,,,,,
characters,Unidentified three successive Chief Warlocks of the Wizengamot,unidentified-three-successive-chief-warlocks-of-the-wizengamot,[],,,,,,,[],,,,,,['Chief Warlocks of the Wizengamot'],,,,[],,Humans,['Chief Warlocks'],"['Unknown lengths, Chestnut, Unicorn hair']",,https://harrypotter.fandom.com/wiki/Unidentified_three_successive_Chief_Warlocks_of_the_Wizengamot,39dbc973-3b0e-4b97-9ee1-b96a8bb406e9,,,,,,,,,,,,,,,,,,,,
characters,Unidentified TV weatherman,unidentified-tv-weatherman,[],,Muggle,,,,,[],Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/0/04/TVWeatherman.jpg,['Meteorologist'],,British,,[],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_TV_weatherman,6b8081a1-9260-46ff-8739-bab4276b2252,,,,,,,,,,,,,,,,,,,,
characters,Unidentified two elderly Wizengamot witches,unidentified-two-elderly-wizengamot-witches,[],,,,,,,[],Female,,,,,[],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_two_elderly_Wizengamot_witches,cbe6196a-1fb1-430b-9ca8-9ec7a87e12e8,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Ukrainian Ironbelly,unidentified-ukrainian-ironbelly,[],,,,Pre-1799,,,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/d/df/Dragon_Black_Sea.jpeg,[],,,,[],Grey,Ukrainian Ironbelly,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Ukrainian_Ironbelly,dd37a385-5d50-41de-aaa9-b8448fe308f4,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Unspeakable,unidentified-unspeakable,[],,,,1994 or earlier,,,['Wife'],Male,,,,,['Unspeakable'],Married,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Unspeakable,53aa5a31-258c-4944-8e38-7db463da9a51,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Unspeakable's wife,unidentified-unspeakable-s-wife,[],,,,1994 or earlier,,,['Husband'],Female,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Unspeakable's_wife,de06b32a-17b1-40c8-8144-2f4e36e7e053,,,,,,,,,,,,,,,,,,,,
characters,Unidentified vampire,unidentified-vampire,['Many names'],,,,,,Dark,[],Female,Platinum blonde,,,https://static.wikia.nocookie.net/harrypotter/images/b/b2/Vampire_HM.jpeg,[],,,,[],Pale,"Human (Formerly), Vampire",[],[],,https://harrypotter.fandom.com/wiki/Unidentified_vampire,24ef4cfb-32e7-4970-9aef-7b3fae795966,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Wampanoag children,unidentified-wampanoag-children,[],,,,17th century,,,[],Males,,,,,[],,Native American,,[],,Humans,[],"['Unknown lengths, woods and cores']",,https://harrypotter.fandom.com/wiki/Unidentified_Wampanoag_children,8d58ebed-4607-469c-be13-b4800fa25999,,,,,,,,,,,,,,,,,,,,
characters,Unidentified watchman,unidentified-watchman,[],,,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/0e/Watchman.jpg,['Watchman for The Blind Pig'],,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_watchman,e8dbd741-1a93-460f-8b82-dac3f8f9f187,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Werewolf,unidentified-werewolf,[],,,,,,,[],Male,,,,,[],,British,,[],,Human (werewolf),[],[],,https://harrypotter.fandom.com/wiki/Unidentified_werewolf,bbc181d3-c47a-47d5-80e7-74181b7aafac,,,,,,,,,,,,,,,,,,,,
characters,Unidentified whispering wizard in Knockturn Alley,whispering-wizard,[],,,,,,,[],Male,Red,,,https://static.wikia.nocookie.net/harrypotter/images/a/ab/Halfblood-00613.jpg,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Whispering_wizard,5f12ed0b-61c4-4829-aa47-33818f173c97,,,,,,,,,,,,,,,,,,,,
characters,Unidentified white-haired wizard during the Battle of Hogwarts,unidentified-white-haired-wizard-during-the-battle-of-hogwarts,[],,,,,,,[],Male,White,,,https://static.wikia.nocookie.net/harrypotter/images/6/6e/HPDH2-3802.jpg,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_white-haired_wizard_during_the_Battle_of_Hogwarts,d5380e0c-aac1-4f18-924c-8e431fedba5b,,,,,,,,,,,,,,,,,,,,
characters,Unidentified winged horse,unidentified-winged-horse,[],,,,,,,[],,,,,,[],,,,[],,Winged horse,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_winged_horse,34b857e7-735a-4a91-b4f1-8e8959b3e532,,,,,,,,,,,,,,,,,,,,
characters,Unidentified witch,woman-tended-by-bald-man,[],,,,,,,[],Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/c/ca/HPDH2-2492.jpg,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Woman_tended_by_bald_man,68e6719c-e697-4f49-9ae3-c3780a607cf5,,,,,,,,,,,,,,,,,,,,
characters,Unidentified witch saviour in Aranshire,unidentified-witch-saviour-in-aranshire,[],,,,,,,[],Female,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_witch_saviour_in_Aranshire,5ffd217d-cd30-47d8-be0e-89e0f366154d,,,,,,,,,,,,,,,,,,,,
characters,Unidentified witch who tried to fool Alastor Moody on April Fools' Day,unidentified-witch-who-tried-to-fool-alastor-moody-on-april-fools-day,[],,,,,,,[],Female,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_witch_who_tried_to_fool_Alastor_Moody_on_April_Fools'_Day,b1a84efa-f60f-47eb-964f-06df9c061b66,,,,,,,,,,,,,,,,,,,,
characters,Unidentified witness,unidentified-witness-i,[],,Muggle,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/9/99/Witness.jpg,[],,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_witness_(I),b60ba4aa-6526-4da6-8673-82675cfd520d,,,,,,,,,,,,,,,,,,,,
characters,Unidentified witness (II),unidentified-witness-ii,[],,,,Before 1990,,Black,['Mildred'],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/2/2c/WitnessHM.png,['Barmen in Kent'],,English,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_witness_(II),d0444298-f7fb-48f8-b766-74daa25831c5,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,gryffindor-boy-who-fetched-harry-potter,[],,,,Between 1 September 1973 and 31 August 1980 (most likely),,Brown,[],Male,Dark brown,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/f/f2/Unidentified_gryffindor_boy_PS_xbox.png,[],,British or Irish,,[],Dark,Human,[],[],,https://harrypotter.fandom.com/wiki/Gryffindor_boy_who_fetched_Harry_Potter,e200675f-02bf-4b8a-babf-5ff28a812d55,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,unidentified-man-in-a-grey-suit-during-the-battle-of-hogwarts,[],,,,,,,[],Male,Bald,,,https://static.wikia.nocookie.net/harrypotter/images/5/5f/HPDH2-1255.jpg,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_man_in_a_grey_suit_during_the_Battle_of_Hogwarts,8ae1e956-359c-491d-be9d-16c3b641a751,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,unidentified-hiding-wizard-during-the-battle-of-hogwarts,[],,,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/1/17/Hiding_wizard_DHF2.jpg,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_hiding_wizard_during_the_Battle_of_Hogwarts,8c4ba828-4ca7-48dc-a04d-554910117996,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,unidentified-grey-haired-man-during-the-battle-of-hogwarts,[],,,,,,,[],Male,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/1/18/Normal_mURI_temp_cba11769_%281%29.jpg,[],,,,[],White,Human,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Unidentified_grey-haired_man_during_the_Battle_of_Hogwarts,5a7795a4-8fa9-4b98-89de-302a71263cf9,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,unidentified-wizard-at-platform-nine-and-three-quarters-i,[],,,,,,,['Children'],Male,,,,,[],Married (most likely),,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_wizard_at_Platform_Nine_and_Three-Quarters_(I),be7f0e78-0ea0-4982-af4c-c9c4e3defec3,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,unidentified-wizard-at-platform-nine-and-three-quarters-ii,[],,,,,,,['Children'],Male,,,,,[],Married (possibly),,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_wizard_at_Platform_Nine_and_Three-Quarters_(II),1be7260b-fe5f-4104-8393-474178d43fec,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,unidentified-wizard-at-platform-nine-and-three-quarters-iii,[],,,,,,,['Children'],Male,,,,,[],Married or widowed (most likely),,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_wizard_at_Platform_Nine_and_Three-Quarters_(III),3c670de8-1315-491e-953f-38b27d08bc31,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,unidentified-ministry-wizard-i,[],,,,,,,[],Male,,,,,['Department of International Magical Co-operation employee'],,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Ministry_wizard_(I),b448a00b-ac15-4da7-b56b-db4327304e9c,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard,reading-visitor-in-the-three-broomsticks-inn,[],,,,,,,[],Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/2/22/Man_on_the_table.png,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Reading_visitor_in_the_Three_Broomsticks_Inn,ba7bbe63-a4d7-4489-88d0-d3a4f95e0b39,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard killed at the Quad battlements,unidentified-wizard-killed-at-the-quad-battlements,[],,,,,"2 May 1998, The Quad battlements, Hogwarts Castle",,[],Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/3/3c/Unidentified_wizard_killed_at_the_Quad_battlements.jpg,[],,,,[],Pale,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_wizard_killed_at_the_Quad_battlements,9c96a62c-2e61-45b1-b6af-b3e6059a1642,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizards,oliver-wood-s-friends,[],,,,,,,[],,,,,,[],,,,[],,Humans,[],[],,https://harrypotter.fandom.com/wiki/Oliver_Wood's_friends,68325cd9-84c8-4a10-885e-3e3794ebcdf7,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Wizards in the Hog's Head,unidentified-wizards-in-the-hog-s-head,[],,,,,,,[],Males,,,,,[],,English,,[],,Humans,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Wizards_in_the_Hog's_Head,e9e2fdf6-6a54-4986-a8ff-7fc0927fb335,,,,,,,,,,,,,,,,,,,,
characters,Unidentified wizard who dropped an Erumpent horn,unidentified-wizard-who-dropped-an-erumpent-horn,[],,,,Before 1990,,,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_wizard_who_dropped_an_Erumpent_horn,429dd66e-5799-464d-9fce-99c47e084ba1,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Wizengamot clerk,unidentified-wizengamot-clerk,[],,,,Before 1990,,,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/b/b5/HM_Unidentified_%D0%A1lerk.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Wizengamot_clerk,d6baea37-700a-4e6f-935d-d5cfc128e657,,,,,,,,,,,,,,,,,,,,
characters,Unidentified woman,woman-at-wedding-of-bill-and-fleur,[],,,,,,Dark,[],Female,Blonde,,,https://static.wikia.nocookie.net/harrypotter/images/2/2a/Woman_at_wedding.jpg,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Woman_at_Wedding_of_Bill_and_Fleur,3dd5d0f7-71fa-4ff9-9e4c-122c944f5820,,,,,,,,,,,,,,,,,,,,
characters,Unidentified woman in a red dress during the Battle of Hogwarts,unidentified-woman-in-a-red-dress-during-the-battle-of-hogwarts,[],,,,,,,[],Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/8/8a/HPDH2-1259.jpg,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_woman_in_a_red_dress_during_the_Battle_of_Hogwarts,175fdfe7-82fd-43e7-abd0-ec17d0430af1,,,,,,,,,,,,,,,,,,,,
characters,Unidentified workman,unidentified-workman,[],,,,Before 1932,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b7/Workman_3_SOD.png,['Workman'],,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_workman,d4849ab7-11dc-4f56-ad99-d5f145dcd267,,,,,,,,,,,,,,,,,,,,
characters,Unidentified yelling man,unidentified-man-that-yelled-the-death-eaters-were-coming,[],,,,,,,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_man_that_yelled_the_Death_Eaters_were_coming,36601101-a826-406d-9e96-15ec51479b52,,,,,,,,,,,,,,,,,,,,
characters,Unidentified young man,unidentified-young-man,[],,No-Maj,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/f/fe/Young_Man.jpg,[],,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_young_man,648c891d-f7db-4987-8c4a-9d49a64a7bd8,,,,,,,,,,,,,,,,,,,,
characters,Unidentified young wife,unidentified-young-wife,[],,No-Maj,,,,,"['Husband', 'Son', 'Daughter', 'Father-in-law', 'Mother-in-law']",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b0/Young_Wife.jpg,[],Married,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_young_wife,5860cdca-3d5e-472a-a966-ee0e1e84bf19,,,,,,,,,,,,,,,,,,,,
characters,Unidentified young wizard,unidentified-young-wizard,[],,,,Middle Ages,,,[],Male,,,,,[],,,,['Unidentified princess (possibly)'],,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_young_wizard,603de2bb-8aa3-475b-8f4f-aecf176dcbe0,,,,,,,,,,,,,,,,,,,,
characters,Unidentified Zonko's Joke Shop assistant,unidentified-zonko-s-joke-shop-assistant,[],,,,,,Green,[],Male,Dark brown,,,https://static.wikia.nocookie.net/harrypotter/images/1/19/Unidentified_shop_assistant.jpeg,[],,,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_Zonko's_Joke_Shop_assistant,d2eee490-8569-42a8-be11-e4dfbba5c036,,,,,,,,,,,,,,,,,,,,
