id,name,gender,job,house,patronus,species,blood_status,loyalty,skills,birth,death,source,known_ingredients,effect,characteristics,incantation,type,entity_type,slug,alias_names,animagus,boggart,born,died,eye_color,family_members,hair_color,height,image,jobs,marital_status,nationality,romances,skin_color,titles,wands,weight,wiki,entity_id,category,creator,hand,light,difficulty,inventors,ingredients,manufacturers,side_effects,time,author,cover,dedication,pages,release_date,summary,title
,Slytherin Duelling Club Captain,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,slytherin-duelling-club-captain,[],,,31 August 1985 or earlier,,,[],Blond,,https://static.wikia.nocookie.net/harrypotter/images/c/c2/Slytherin_Duelling_Club_Captain.jpg,[],,British or Irish,[],White,"['Duelling Club Captain', 'Slytherin House Champion']","['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Slytherin_Duelling_Club_Captain,7a1c5bb7-04e8-4d77-a2b6-4610e539fa1e,,,,,,,,,,,,,,,,,
,Slytherin student,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,slytherin-student-that-blamed-harry-potter-i,[],,,31 August 1983 or earlier,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Slytherin_student_that_blamed_Harry_Potter_(I),52ae035a-26b3-4192-8c88-7d8b3737cd27,,,,,,,,,,,,,,,,,
,Slytherin student,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,slytherin-student-that-blamed-harry-potter-ii,[],,,31 August 1983 or earlier,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Slytherin_student_that_blamed_Harry_Potter_(II),327fd542-ba9e-4209-850f-bba6187bf0aa,,,,,,,,,,,,,,,,,
,Slytherin students in the Great Hall,Males,,,,Humans,,,,,,master,,,,,,characters,slytherin-students-in-the-great-hall-1932,[],,,Between 1 September 1914 and 31 August 1921,,Dark,[],"Blonde, Dark",,https://static.wikia.nocookie.net/harrypotter/images/f/f9/The_Slytherins.jpeg,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Slytherin_students_in_the_Great_Hall_(1932),02ccdf11-a2a9-44fc-bacb-24e0ae4aaddb,,,,,,,,,,,,,,,,,
,Slytherin Wizard Duelling Champion,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,slytherin-wizard-duelling-champion,[],,,31 August 1981 or earlier,,Blue,[],Blond,,https://static.wikia.nocookie.net/harrypotter/images/1/1b/Slytherin_Duelling_Champion.jpg,[],,British or Irish,[],White,['Slytherin Wizard Duelling Champion'],[],,https://harrypotter.fandom.com/wiki/Slytherin_Wizard_Duelling_Champion,a925f0e1-a4f4-46cb-b249-351d22ba0465,,,,,,,,,,,,,,,,,
,Slytherin Wizard's Chess champion,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,slytherin-wizard-s-chess-champion,[],,,Between 1 September 1977 and 31 August 1984 (most likely),,Brown,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/5/54/Slytherin_chess_champion.jpg,[],,British or Irish,[],Black,[],[],,https://harrypotter.fandom.com/wiki/Slytherin_Wizard's_Chess_champion,42a5ba40-7a5c-4030-95de-d8f99ca84ac7,,,,,,,,,,,,,,,,,
,Smirnoff,Male,,,,Human,No-Maj,,,,,master,,,,,,characters,smirnoff,[],,,Before 1926,,,[],,,,['Banker'],,American,[],,[],[],,https://harrypotter.fandom.com/wiki/Smirnoff,fa1a19f0-5ef3-4123-8dc5-58c1f38f2834,,,,,,,,,,,,,,,,,
,Smithey,,,,,Human,,,,,,master,,,,,,characters,smithey,[],,,Before 1890,,,[],,,,['Wizard poacher'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Smithey,ce19f3fe-e130-49d0-869d-1b3467d020be,,,,,,,,,,,,,,,,,
,Smitten Slytherin,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,smitten-slytherin,[],,,Between 1 September 1970 and 31 August 1976,,,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/a/a2/Smitten_Slytheirn.PNG,[],,British or Irish,['Lovestruck Hufflepuff'],Light,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Smitten_Slytherin,18d31a13-d9c8-49cf-8166-af011e4477d0,,,,,,,,,,,,,,,,,
,Smoky-eyed Potions professor,Female,,,,Human,,,,,,master,,,,,,characters,smoky-eyed-potions-professor,[],,,,,Smoky,[],,,,['Potions Master at Hogwarts School of Witchcraft and Wizardry'],,,[],,"['Potions Master', 'Professor']",[],,https://harrypotter.fandom.com/wiki/Smoky-eyed_Potions_professor,d7b64ac2-7688-4efa-8986-39a4009e1432,,,,,,,,,,,,,,,,,
,Snaglok,Male,,,,Goblin,,,,,,master,,,,,,characters,snaglok,[],,,,,Black,[],,,,['Bank clerk'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Snaglok,9bc35d57-6c0c-4aba-8ed0-d3e62ae13845,,,,,,,,,,,,,,,,,
,Sneeze,Male,,,,Hebridean Black,,,,,,master,,,,,,characters,sneeze,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Sneeze,7b701b59-e0e9-4252-af60-fde74cc5c8ab,,,,,,,,,,,,,,,,,
,Snickerton,Male,,,,Human,Muggle,,,,,master,,,,,,characters,snickerton,[],,,,,,[],Grey,,https://static.wikia.nocookie.net/harrypotter/images/4/48/Snickerton.png,['Tailor'],,British,[],White,[],[],,https://harrypotter.fandom.com/wiki/Snickerton,681d2029-371d-4cad-8334-eb8a4051e061,,,,,,,,,,,,,,,,,
,Snout,,,,,Niffler,,,,,,master,,,,,,characters,snout,[],,,Before 1991/1992,,Black,[],Black and white,,https://static.wikia.nocookie.net/harrypotter/images/0/01/Snout_hm.jpg,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Snout,11216cf8-d7a5-4fd0-924e-8fb1a2e656e4,,,,,,,,,,,,,,,,,
,Snowy,,,,,Part-Kneazle cat,,,,,,master,,,,,,characters,snowy,[],,,Pre 1991,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/9/9f/Figg%27s_cats.jpeg,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Snowy,32e3980c-b909-439f-a336-da2ad5e97403,,,,,,,,,,,,,,,,,
,Socrates,Male,,,,Human,,,,,,master,,,,,,characters,socrates,[],,,470 BC,399 BC,,[],,,,['Philosopher'],,Greek,[],,[],[],,https://harrypotter.fandom.com/wiki/Socrates,727701f4-1020-45e5-bd6d-c18f287e3bd4,,,,,,,,,,,,,,,,,
,Sofie,Female,,,,Human,Muggle,,,,,master,,,,,,characters,sofie,[],,,,,Brown,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/2/2c/Sofie.PNG,['Politician'],,British,[],White,[],[],,https://harrypotter.fandom.com/wiki/Sofie,3d8af4b3-5f43-4a5a-8ef6-40adfc76e482,,,,,,,,,,,,,,,,,
,Sol Campbell,Male,,,,Human,Muggle,,,,,master,,,,,,characters,sol-campbell,[],,,,,,[],,,,['Professional footballer'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Sol_Campbell,702204c2-19f5-41b9-981c-df3738f69d23,,,,,,,,,,,,,,,,,
,Soleil le Marveillus,Female,,,,Human,,,,,,master,,,,,,characters,soleil-le-marveillus,[],,,,,,[],,,,['Gladrags Wizardwear owner (c. 2010s)'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Soleil_le_Marveillus,e8dcff22-751a-44e9-a89f-441796c85da4,,,,,,,,,,,,,,,,,
,Solomon Sallow,Male,,,,Human,,,,,,master,,,,,,characters,solomon-sallow,[],,,Before 1890,"1891, Feldcroft Catacomb, Feldcroft, Highlands, Scotland, Great Britain",Brown,"['Brother and sister-in-law †', 'Anne Sallow (niece)', 'Sebastian Sallow (nephew)', 'Albert Sallow (possible relative)', 'Sallow family']",Brown,,https://static.wikia.nocookie.net/harrypotter/images/f/f6/Solomon_Sallow.png,['Auror (formerly)'],,Scottish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Solomon_Sallow,8c0e1a59-2f70-45e3-a56f-0a95ce36340c,,,,,,,,,,,,,,,,,
,Sonja Nordqvist,Female,,,,Human,,,,,,master,,,,,,characters,sonja-nordqvist,[],,,,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/6/67/Sonja_Nordqvist_Sweden.png,['Seeker for the Swedish National Quidditch team'],,Swedish,[],White,['Seeker'],[],,https://harrypotter.fandom.com/wiki/Sonja_Nordqvist,1f5c6567-86cc-4499-a5b8-f8a6df404efc,,,,,,,,,,,,,,,,,
,Sophia Prickett,Female,,Gryffindor,,Human,,,,,,master,,,,,,characters,sophia-prickett,[],,,Between 1709 and 1713,,,[],,,,[],,British or Irish,[],,['Captain'],[],,https://harrypotter.fandom.com/wiki/Sophia_Prickett,51c58b7d-4e7e-4193-b4fe-61d25f74b99a,,,,,,,,,,,,,,,,,
,Sophie Berger,Female,,,,Human,,,,,,master,,,,,,characters,sophie-berger,[],,,,,,[],,,,['Sports reporter for a French-language wizarding newspaper'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Sophie_Berger,dade03ab-0837-452b-a910-5c2f3676de44,,,,,,,,,,,,,,,,,
,Sophie Bonvent,Female,,,,Human,,,,,,master,,,,,,characters,sophie-bonvent,[],,,Before the 1920s,,,[],,,,['Head Auror'],,French,[],,['Auror'],[],,https://harrypotter.fandom.com/wiki/Sophie_Bonvent,3f97f0f0-2a21-43c6-8aa4-1727274777b3,,,,,,,,,,,,,,,,,
,Sophie Duchamps,Female,,,,Human,,,,,,master,,,,,,characters,sophie-duchamps,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Sophie_Duchamps,b9bcca59-aa55-498f-9a74-fe146509e2b1,,,,,,,,,,,,,,,,,
,Sophie Roper,Female,,"Gryffindor, Hufflepuff or Slytherin",,Human,,,,,,master,,,,,,characters,sophie-roper,[],,,Between 1 September 1979 and 31 August 1980,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Sophie_Roper,ed6ffe1f-e06b-4392-b341-66ada6f2de10,,,,,,,,,,,,,,,,,
,Sophronia Franklin,Female,,Ravenclaw,,Human,,,,,,master,,,,,,characters,sophronia-franklin,[],,,Between 1 September 1876 and 31 August 1877,,Brown,[],Red,,https://static.wikia.nocookie.net/harrypotter/images/e/eb/Sophronia_Franklin.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Sophronia_Franklin,91d94ffb-9d61-42ef-b9a1-d9bcaa8629dc,,,,,,,,,,,,,,,,,
,Sotère Lestrange (née Petit),Female,,,,Human,Pure-blood,,,,,master,,,,,,characters,sotere-petit,[],,,,,,"['Fulcran Lestrange (husband)', 'Fulcran Lestrange (son)', 'Balbine Lestrange (daughter)', 'Pucine Lestrange (daughter)', 'Fulcran Lestrange (father-in-law)', 'Pucine Lestrange (mother-in-law)', 'Quintilla Lestrange (daughter-in-law)', 'Nozéa Lestrange (granddaughter)', 'Petit family', 'Lestrange family (in-laws)']",,,https://static.wikia.nocookie.net/harrypotter/images/e/ea/Sotere_Petit.jpg,[],Married or widowed,,[],,[],[],,https://harrypotter.fandom.com/wiki/Sotère_Petit,9a0a07fe-9b1a-4627-bf86-21a6452813b0,,,,,,,,,,,,,,,,,
,Sourav Kartik,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,sourav-kartik,[],,,31 August  1982 or earlier,,Green,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/5/55/Sourav_Kartik.png,[],,British or Irish,[],Dark,[],[],,https://harrypotter.fandom.com/wiki/Sourav_Kartik,5d5271df-2573-4892-8079-fec8c87c01fb,,,,,,,,,,,,,,,,,
,Sparky,Male,,,,Phoenix,,,,,,master,,,,,,characters,sparky,[],,,Immortal,,Black,[],,Swan-sized,https://static.wikia.nocookie.net/harrypotter/images/a/a6/Sparky_2_MA.PNG,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Sparky,e670751f-1d7d-42cf-9d0d-baa47bbd6c57,,,,,,,,,,,,,,,,,
,Spectrum,Male,,,,Human,,,,,,master,,,,,,characters,spectrum,[],,,Before 1927,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Spectrum,c6cde9c8-da25-4920-a0e3-68a30a1592b0,,,,,,,,,,,,,,,,,
,Spellman,,,,,Human,,,,,,master,,,,,,characters,spellman,[],,,,,,[],,,,['Author'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Spellman,8ad2eb11-8768-4757-be47-d5f060051f00,,,,,,,,,,,,,,,,,
,Spencer Whiddon,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,spencer-whiddon,[],,,31 August 1982 or earlier,,Green,[],Blond,,https://static.wikia.nocookie.net/harrypotter/images/9/9c/Spencer_Whiddon.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Spencer_Whiddon,212f540e-987b-4870-9d74-e0dc68b7af75,,,,,,,,,,,,,,,,,
,Sphinxes at Gringotts Wizarding Bank,,,,,Sphinxes,,,,,,master,,,,,,characters,sphinxes-at-gringotts-wizarding-bank,[],,,Before 1998,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Sphinxes_at_Gringotts_Wizarding_Bank,436147ed-7a32-41ae-9677-294915640435,,,,,,,,,,,,,,,,,
,Sphinx in the Red Cap's Hole,Female,,,,Sphinx,,,,,,master,,,,,,characters,sphinx-in-the-red-cap-s-hole,['Madam Sphinx'],,,Pre 1990,,Yellow,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/0/0b/Sphinx_HM.png,[],,,[],Orange,[],[],,https://harrypotter.fandom.com/wiki/Sphinx_in_the_Red_Cap's_Hole,24636f25-a71d-4983-9c97-1a8f44226915,,,,,,,,,,,,,,,,,
,Sphinx in the Triwizard Maze,Female,,,,Sphinx,,,,,,master,,,,,,characters,sphinx-in-the-triwizard-maze,[],,,Pre 1995,,Orange,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/b/bc/B4C31M1_cropped_Sphinx.png,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Sphinx_in_the_Triwizard_Maze,22eb1561-89dd-4fb2-b169-c75cdb8eeb17,,,,,,,,,,,,,,,,,
,Squat wizard in a purple pork-pie hat,Male,,,,Human,,,,,,master,,,,,,characters,squat-wizard-in-a-purple-pork-pie-hat,[],,,Before 1997,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Squat_wizard_in_a_purple_pork-pie_hat,b2ace1cc-d3e2-4b35-8304-657a18d77fd1,,,,,,,,,,,,,,,,,
,Squawk,Female,,,,Occamy,,,,,,master,,,,,,characters,squawk,"['Estella (according to Liz)', 'Killer (according to Filch)']",,,Before 1986,,Yellow,['Silvanus Kettleburn (owner)'],,,https://static.wikia.nocookie.net/harrypotter/images/2/2c/Squawk.jpg,[],,,[],Green,[],[],,https://harrypotter.fandom.com/wiki/Squawk,b91adef2-77a9-4735-a1f1-4a3e03c8397b,,,,,,,,,,,,,,,,,
,Squeak,,,,,Owl,,,,,,master,,,,,,characters,squeak,[],,,Before 1 September 1993,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Squeak,20cc3b46-16fb-4549-8cf2-855ea3e4f2c4,,,,,,,,,,,,,,,,,
,Squibbert,Female,,,,Human,,,,,,master,,,,,,characters,squibbert,[],,,1976 or earlier,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Squibbert,94ef9d39-b819-4716-97f7-648bf83b35ee,,,,,,,,,,,,,,,,,
,Stamford Jorkins,Male,,,,Human,,,,,,master,,,,,,characters,stamford-jorkins,[],,,,,,"['Bertha Jorkins (possibly)', 'Albert Jorkins (possibly)', 'Primrose Jorkins (possibly)', 'Granville Jorkins (possibly)', 'Grimwold Jorkins  (possibly)', 'Griselda Jorkins (possibly)', 'Jorkins family']",,,,['British Ministry of Magic spokesperson'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Stamford_Jorkins,d5854b60-299c-449d-98a2-9497b566c154,,,,,,,,,,,,,,,,,
,Stanley,Male,,,,Human,,,,,,master,,,,,,characters,stanley,[],,,Before 1932,,,"['Eulalie Hicks (cousin)', 'Possible grandmother']",,,https://static.wikia.nocookie.net/harrypotter/images/5/5b/Stanley_SOD.png,[],,American,[],,[],[],,https://harrypotter.fandom.com/wiki/Stanley,2d8887ca-2525-4072-b1e5-cd1189addb52,,,,,,,,,,,,,,,,,
,Stanley Eldridge,Male,,,,Human,No-Maj,,,,,master,,,,,,characters,stanley-eldridge,[],,,,,,[],,,,['Lyricist'],,American,[],,[],[],,https://harrypotter.fandom.com/wiki/Stanley_Eldridge,cf82e674-9556-4431-a4f1-33c979490bc5,,,,,,,,,,,,,,,,,
,Stanley Shilling,Male,,,,Human,No-Maj,,,,,master,,,,,,characters,stanley-shilling,[],,,,,,[],,,,['Actor'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Stanley_Shilling,44c63c08-dfb6-4b03-9618-b72facdbaba1,,,,,,,,,,,,,,,,,
,Stanley Shunpike,Male,,,Non-corporeal,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,stanley-shunpike,['Stan'],,Lord Voldemort,Between 15 September 1974 and 13 September 1975,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/4/49/StanShunpike.jpg,['Conductor of the Knight Bus'],,British,[],,[],"['Unknown length, wood, and core']",,https://harrypotter.fandom.com/wiki/Stanley_Shunpike,1dc9efe7-a840-432f-8166-49ff2a7efe8c,,,,,,,,,,,,,,,,,
,Staring Muggle,Female,,,,Human,Muggle,,,,,master,,,,,,characters,staring-muggle,[],,,,,Dark,[],Blonde,,https://static.wikia.nocookie.net/harrypotter/images/b/b1/Muggle_woman.jpg,[],,British,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Staring_Muggle,255bc460-e858-4dc5-af70-f712e52d1568,,,,,,,,,,,,,,,,,
,Staring Portrait,Male,,,,Human,,,,,,master,,,,,,characters,staring-portrait,[],,,,Prior to 1993,Blue,[],,,https://static.wikia.nocookie.net/harrypotter/images/f/fe/Staring_Portrait.gif,[],,,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Staring_Portrait,c80d752b-f594-4ade-8447-31fd31a96427,,,,,,,,,,,,,,,,,
,Stark,,,,,Human,Muggle,,,,,master,,,,,,characters,stark,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Stark,3bd981a0-2806-42fe-b90a-b41fb70c5d9d,,,,,,,,,,,,,,,,,
,Stebbins,,,,,Human,,,,,,master,,,,,,characters,stebbins-1970s-hogwarts-student,[],,,Between 1 September 1959 and 31 August 1960,,,"['Stebbins (Auror) (possibly)', 'Stebbins (1990s Hogwarts student) (possibly)', 'Stebbins family']",,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Stebbins_(1970s_Hogwarts_student),aa52c8fb-a446-4f0e-a785-47a44373af7b,,,,,,,,,,,,,,,,,
,Stebbins,Male,,Hufflepuff,,Human,,,,,,master,,,,,,characters,stebbins-1990s-hogwarts-student,[],,,c. 31 August 1980 or earlier,,,"['Stebbins (Auror) (possibly)', 'Stebbins (1970s Hogwarts student) (possibly)', 'Stebbins family']",,,https://static.wikia.nocookie.net/harrypotter/images/1/1f/Stebbins.jpg,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Stebbins_(1990s_Hogwarts_student),41709bc7-ba68-4cfe-a436-96a730766ff0,,,,,,,,,,,,,,,,,
,Stebbins,Male,,,,Human,,,,,,master,,,,,,characters,stebbins-auror,[],,,Before 1927,,,"['Stebbins (1970s Hogwarts student) (possibly)', 'Stebbins (1990s Hogwarts student) (possibly)', 'Stebbins family']",,,https://static.wikia.nocookie.net/harrypotter/images/8/85/Stebbins_%281920s%29_COG.png,['Auror'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Stebbins_(Auror),e05c00c5-2667-49f6-8b00-9a2c46696980,,,,,,,,,,,,,,,,,
,Stefan Hoghedge,Male,,,,Human,,,,,,master,,,,,,characters,stefan-hoghedge,[],,,,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/8/8b/StefanHoghedge.jpg,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Stefan_Hoghedge,b861757b-b072-4934-9978-ff43f1c1354b,,,,,,,,,,,,,,,,,
,Stefan Poliakoff,Male,,,,Human,Pure-blood,,,,,master,,,,,,characters,stefan-poliakoff,[],,,20th century,,,['Poliakoff (possible relative)'],Blond,,,[],,,[],Fair,['Beater'],[],,https://harrypotter.fandom.com/wiki/Stefan_Poliakoff,437bb159-7b64-4706-bc44-3611ae33e15f,,,,,,,,,,,,,,,,,
,Steoin Wizoxo,Male,,,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,steoin-wizoxo,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Steoin_Wizoxo,0b68e099-211d-4941-b2c7-620e4b125f13,,,,,,,,,,,,,,,,,
,Stephan Hodhedge,Male,,,,Human,,,,,,master,,,,,,characters,stephan-hodhedge,[],,,c. 1930 or earlier,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Stephan_Hodhedge,b34a7ecd-da30-4bef-854b-70b1d4c9fde6,,,,,,,,,,,,,,,,,
,Stephanie Stipe,Female,,,,Human,,,,,,master,,,,,,characters,stephanie-stipe,[],,,Before 1990,,,[],,,,[],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Stephanie_Stipe,d41c68e2-bb9f-4aea-b66b-8a1a07560cc4,,,,,,,,,,,,,,,,,
,Stephen Challock,Male,,Gryffindor,,Human,,,,,,master,,,,,,characters,stephen-challock,[],,,31 August 1982 or earlier,,Brown,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/c/c8/Stephen_Challock.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Stephen_Challock,e7c5d49e-a787-476b-8079-323619da8ed5,,,,,,,,,,,,,,,,,
,Stephen Cornfoot,Male,,Ravenclaw or Hufflepuff,,Human,Pure-blood,,,,,master,,,,,,characters,stephen-cornfoot,[],,,Between 1 September 1979 and 31 August 1980,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Stephen_Cornfoot,c195db80-58e2-4e65-ad1d-81becb0ccac3,,,,,,,,,,,,,,,,,
,Stephen Gould,Male,,Gryffindor,,Human,,,,,,master,,,,,,characters,stephen-gould,[],,,1960s or earlier,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/d/df/Gryffindor_Quidditch_Captains_Pottermore.png,[],,British or Irish,[],,['Quidditch Captain'],[],,https://harrypotter.fandom.com/wiki/Stephen_Gould,2423b708-f97d-4289-ab89-78a8d002feda,,,,,,,,,,,,,,,,,
,Stephen Hawking,Male,,,,Human,Muggle,,,,,master,,,,,,characters,stephen-hawking,[],,,8 January 1942,14 March 2018 (aged 76),,"['Hawking familyRobert Hawking (possibly)', 'Robert Hawking (possibly)']",Brown,,https://static.wikia.nocookie.net/harrypotter/images/f/f2/Stephen_Hawking.jpg,"['Theoretical physicist', 'Author']",,English,[],White,[],[],,https://harrypotter.fandom.com/wiki/Stephen_Hawking,73b1b699-344a-4b8d-93e9-5e26f2bc1b96,,,,,,,,,,,,,,,,,
,Stephenie McMillan,Female,,,,Human,,,,,,master,,,,,,characters,stephenie-mcmillan-in-universe,[],,,,,,[],Grey,,https://static.wikia.nocookie.net/harrypotter/images/f/f9/StephenieMcMillanWitch.jpg,"['Interior designer', 'Author']",,,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Stephenie_McMillan_(in-universe),01638985-bf4b-4b3f-9178-c425725edba3,,,,,,,,,,,,,,,,,
,Stephen McClaren,Male,,,,Human,,,,,,master,,,,,,characters,steve-mcclaren,[],,,,,,[],,,,['Manager of the England national football team'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Steve_McClaren,30dfd521-b457-4ae4-8812-32e0385d9f2c,,,,,,,,,,,,,,,,,
,Stephen Swain,Male,,,,Human,Muggle,,,,,master,,,,,,characters,stephen-swain,[],,,,,,[],,,,['Parochial vicar'],,,[],,"['Reverend', 'Doctor']",[],,https://harrypotter.fandom.com/wiki/Stephen_Swain,62041554-e5f7-4af5-9b28-3256a84609cf,,,,,,,,,,,,,,,,,
,Sterling McCubbin,Male,,Ravenclaw,,Human,,,,,,master,,,,,,characters,sterling-mccubbin,[],,,31 August 1982 or earlier,,Green,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/6/67/Sterling_McCubbin.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Sterling_McCubbin,0f3bf7ce-dc23-4739-b5ba-bbd902a0d020,,,,,,,,,,,,,,,,,
,Steve,Male,,,,Human,No-Maj,,,,,master,,,,,,characters,steve,"[""Ol' Shoe-shinin' Steve""]",,,,,,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/f/f3/Steve.png,['Shoeshiner'],,American,[],White,[],[],,https://harrypotter.fandom.com/wiki/Steve,3bf0ffb4-4d85-4543-881a-460c1621e8ae,,,,,,,,,,,,,,,,,
,Steve Laughalot,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,steve-laughalot,[],,,c. 1950s,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/f/f2/Slytherin_House_Captain%27s_Plaque.jpg,[],,British or Irish,[],,['Quidditch Captain'],[],,https://harrypotter.fandom.com/wiki/Steve_Laughalot,2fb2b121-46f5-4b05-85a2-f4df935b778f,,,,,,,,,,,,,,,,,
,Steven Osterley,Male,,Gryffindor,,Human,,,,,,master,,,,,,characters,steven-osterley,[],,,31 August 1982 or earlier,,Green,[],Red,,https://static.wikia.nocookie.net/harrypotter/images/f/f1/Steven_Osterley.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Steven_Osterley,b20537e1-ebd3-45c7-b566-04c6c64fbc9c,,,,,,,,,,,,,,,,,
,Stevens,Female,,,,Human,Muggle (most likely),,,,,master,,,,,,characters,stevens,[],,,Before 1990,,,[],,,,[],"Married, divorced or widowed",,[],,[],[],,https://harrypotter.fandom.com/wiki/Stevens,d65ee557-32c6-4bf6-9a84-f8e584eef457,,,,,,,,,,,,,,,,,
,Stewart,Male,,Gryffindor,,Human,,,,,,master,,,,,,characters,stewart,[],,,1 September 1975 - 31 August 1981 (most likely),,Brown,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/6/6f/Stewart.JPG,[],,British or Irish,[],Dark,[],[],,https://harrypotter.fandom.com/wiki/Stewart,aa2dc3de-3730-4c67-925c-2be40e8dc15e,,,,,,,,,,,,,,,,,
,Stewart Ackerley,Male,,Ravenclaw,,Human,,,,,,master,,,,,,characters,stewart-ackerley,[],,,Between 1 September 1982 and 31 August 1983,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Stewart_Ackerley,27b1c6e7-b568-41ed-800a-749ddaa7925e,,,,,,,,,,,,,,,,,
,Stiev Zurchesko,Male,,,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,stiev-zurchesko,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Stiev_Zurchesko,041dd9b6-b959-4fd1-ae62-9161278409cd,,,,,,,,,,,,,,,,,
,St Mungo's house-elf,,,,,House-elf,,,,,,master,,,,,,characters,st-mungo-s-house-elf,[],,,Before 1995,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/b/b0/Elf_at_St_Mungo%27s.jpeg,['Cleaner'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/St_Mungo's_house-elf,8e9f23e8-3675-4b8e-b1e1-13a3a89c088d,,,,,,,,,,,,,,,,,
